year,quarter,tickersymbol,value,code
2018,3,MKV,29492310737.0000,21
2018,3,MKV,8506503488.0000,30
2018,3,MKV,48191500.0000,70
2018,3,MKV,48191500.0000,72
2018,3,MKV,1125875703.0000,1100
2018,3,MKV,29025298902.0000,1300
2018,3,MKV,18682218404.0000,1400
2018,3,MKV,58710299054.0000,3100
2018,3,MKV,52105415349.0000,4100
2018,3,MKV,50000380000.0000,4110
2018,3,MLS,69414675300.0000,10
2018,3,MLS,60877620289.0000,21
2018,3,MLS,8413070611.0000,30
2018,3,MLS,4233653866.0000,70
2018,3,MLS,4233653866.0000,72
2018,3,MLS,710213418.0000,1100
2018,3,MLS,3993379734.0000,1300
2018,3,MLS,70693662690.0000,1400
2018,3,MLS,115664553684.0000,3100
2018,3,MLS,7438365105.0000,4100
2018,3,MLS,40000000000.0000,4110
2018,3,MML,3535745946662.0000,10
2018,3,MML,2869285686874.0000,21
2018,3,MML,472126690009.0000,30
2018,3,MML,29388056595.0000,70
2018,3,MML,-222536065.0000,72
2018,3,MNB,1388417313324.0000,10
2018,3,MNB,1105417525427.0000,21
2018,3,MNB,276710541127.0000,30
2018,3,MNB,23844338178.0000,70
2018,3,MNB,21216208748.0000,72
2018,3,MNB,298533062837.0000,1100
2018,3,MNB,1440000000.0000,1200
2018,3,MNB,801327697341.0000,1300
2018,3,MNB,943841175892.0000,1400
2018,3,MNB,2430689287368.0000,3100
2018,3,MNB,400443764826.0000,4100
2018,3,MNB,182000000000.0000,4110
2018,3,MPC,4883080961454.0000,10
2018,3,MPC,4037427415130.0000,21
2018,3,MPC,831451243619.0000,30
2018,3,MPC,352576116180.0000,70
2018,3,MPC,297725812004.0000,72
2018,3,MPC,880799764820.0000,1100
2018,3,MPC,677702559311.0000,1200
2018,3,MPC,2011103059498.0000,1300
2018,3,MPC,5852081273338.0000,1400
2018,3,MPC,5886985702973.0000,3100
2018,3,MPC,3600833409700.0000,4100
2018,3,MPC,1400000000000.0000,4110
2018,3,MPT,25639389154.0000,10
2018,3,MPT,20994799478.0000,21
2018,3,MPT,4301442249.0000,30
2018,3,MPT,3020402306.0000,70
2018,3,MPT,3020402306.0000,72
2018,3,MPT,990781439.0000,1100
2018,3,MPT,73604744478.0000,1300
2018,3,MPT,40145549638.0000,1400
2018,3,MPT,61136761620.0000,3100
2018,3,MPT,166770444919.0000,4100
2018,3,MPT,155520000000.0000,4110
2018,3,MSH,1188780136100.0000,10
2018,3,MSH,946671162629.0000,21
2018,3,MSH,242029875591.0000,30
2018,3,MSH,128898454855.0000,70
2018,3,MSH,128898454855.0000,72
2018,3,MSH,80862417817.0000,1100
2018,3,MSH,439000000000.0000,1200
2018,3,MSH,738071707830.0000,1300
2018,3,MSH,563060121737.0000,1400
2018,3,MSH,1345612548616.0000,3100
2018,3,MSH,1027668635231.0000,4100
2018,3,MSH,476280000000.0000,4110
2018,3,MSN,9450824000000.0000,10
2018,3,MSN,6397520000000.0000,21
2018,3,MSN,2773834000000.0000,30
2018,3,MSN,918067000000.0000,70
2018,3,MSN,748010000000.0000,72
2018,3,MSN,4954786000000.0000,1100
2018,3,MSN,607148000000.0000,1200
2018,3,MSN,2223589000000.0000,1300
2018,3,MSN,4902502000000.0000,1400
2018,3,MSN,13819759000000.0000,3100
2018,3,MSN,22272831000000.0000,4100
2018,3,MSN,11631495000000.0000,4110
2018,3,MSR,1449241028000.0000,10
2018,3,MSR,1072015355000.0000,21
2018,3,MSR,377225673000.0000,30
2018,3,MSR,61600774000.0000,70
2018,3,MSR,39483563000.0000,72
2018,3,MSR,500166823000.0000,1100
2018,3,MSR,1001060517000.0000,1300
2018,3,MSR,1805673680000.0000,1400
2018,3,MSR,4012883675000.0000,3100
2018,3,MSR,11819548371000.0000,4100
2018,3,MSR,8993091220000.0000,4110
2018,3,MST,51142794645.0000,10
2018,3,MST,47176582329.0000,21
2018,3,MST,3966212316.0000,30
2018,3,MST,4053898342.0000,70
2018,3,MST,4053898342.0000,72
2018,3,MST,2963519502.0000,1100
2018,3,MST,91457590068.0000,1300
2018,3,MST,25448969880.0000,1400
2018,3,MST,93064390122.0000,3100
2018,3,MST,211620927211.0000,4100
2018,3,MST,180000000000.0000,4110
2018,3,MTA,252011014840.0000,10
2018,3,MTA,211636014205.0000,21
2018,3,MTA,39875058362.0000,30
2018,3,MTA,17577581770.0000,70
2018,3,MTA,11192600510.0000,72
2018,3,MTA,110791854410.0000,1100
2018,3,MTA,36872777293.0000,1200
2018,3,MTA,187195244968.0000,1300
2018,3,MTA,311098818811.0000,1400
2018,3,MTA,541747385152.0000,3100
2018,3,MTA,1230620888476.0000,4100
2018,3,MTA,1101135914618.0000,4110
2018,3,MTS,870841065662.0000,10
2018,3,MTS,822004790083.0000,21
2018,3,MTS,48546493212.0000,30
2018,3,MTS,2580537136.0000,70
2018,3,MTS,2580537136.0000,72
2018,3,MTS,17624621511.0000,1100
2018,3,MTS,696744246059.0000,1300
2018,3,MTS,170504625778.0000,1400
2018,3,MTS,797903157060.0000,3100
2018,3,MTS,166839311057.0000,4100
2018,3,MTS,150000000000.0000,4110
2018,3,MVB,953192037505.0000,10
2018,3,MVB,870246251134.0000,21
2018,3,MVB,82945786371.0000,30
2018,3,MVB,84225666.0000,70
2018,3,MVB,-1157316377.0000,72
2018,3,MVB,127945586227.0000,1100
2018,3,MVB,3000000000.0000,1200
2018,3,MVB,555629917890.0000,1300
2018,3,MVB,320880236801.0000,1400
2018,3,MVB,1630731578490.0000,3100
2018,3,MVB,1382925865968.0000,4100
2018,3,MVB,1050000000000.0000,4110
2018,3,MVC,190280904454.0000,10
2018,3,MVC,176414934974.0000,21
2018,3,MVC,13865969480.0000,30
2018,3,MVC,65968550784.0000,70
2018,3,MVC,65968550784.0000,72
2018,3,MVC,28055876784.0000,1100
2018,3,MVC,107688067471.0000,1200
2018,3,MVC,254232672163.0000,1300
2018,3,MVC,103585016955.0000,1400
2018,3,MVC,361499938923.0000,3100
2018,3,MVC,1165392045110.0000,4100
2018,3,MVC,1000000000000.0000,4110
2018,3,MVN,2935613226274.0000,10
2018,3,MVN,2574206770142.0000,21
2018,3,MVN,358123573209.0000,30
2018,3,MVN,-67050178568.0000,70
2018,3,MVN,-79914115723.0000,72
2018,3,MVN,2623827625175.0000,1100
2018,3,MVN,2729797112485.0000,1200
2018,3,MVN,2294615894931.0000,1300
2018,3,MVN,724389622825.0000,1400
2018,3,MVN,11496810453156.0000,3100
2018,3,MVN,8195432702478.0000,4100
2018,3,MVN,11655490146106.0000,4110
2018,3,MWG,21211714779754.0000,10
2018,3,MWG,17205031495334.0000,21
2018,3,MWG,3702551200708.0000,30
2018,3,MWG,647634950829.0000,70
2018,3,MWG,647365345687.0000,72
2018,3,MWG,5069778230756.0000,1100
2018,3,MWG,659851105432.0000,1200
2018,3,MWG,1505154445936.0000,1300
2018,3,MWG,13304860681973.0000,1400
2018,3,MWG,16087062723615.0000,3100
2018,3,MWG,8162767661816.0000,4100
2018,3,MWG,3231695210000.0000,4110
2018,3,NAF,154914647318.0000,10
2018,3,NAF,123518023799.0000,21
2018,3,NAF,31382247339.0000,30
2018,3,NAF,10004839945.0000,70
2018,3,NAF,1051828621.0000,72
2018,3,NAF,22656522810.0000,1100
2018,3,NAF,393278798208.0000,1300
2018,3,NAF,96626350596.0000,1400
2018,3,NAF,292770212521.0000,3100
2018,3,NAF,499846934426.0000,4100
2018,3,NAF,330000000000.0000,4110
2018,3,NAG,199916040151.0000,10
2018,3,NAG,167135905296.0000,21
2018,3,NAG,29235069959.0000,30
2018,3,NAG,701683996.0000,70
2018,3,NAG,1427950558.0000,72
2018,3,NAG,6873053397.0000,1100
2018,3,NAG,38000000000.0000,1200
2018,3,NAG,226796518829.0000,1300
2018,3,NAG,305656727241.0000,1400
2018,3,NAG,452354887096.0000,3100
2018,3,NAG,197773141179.0000,4100
2018,3,NAG,148495780000.0000,4110
2018,3,NAP,41655284701.0000,10
2018,3,NAP,33469773019.0000,21
2018,3,NAP,8185511682.0000,30
2018,3,NAP,3634493892.0000,70
2018,3,NAP,3634493892.0000,72
2018,3,NAP,23316467338.0000,1100
2018,3,NAP,23551699063.0000,1300
2018,3,NAP,2994124527.0000,1400
2018,3,NAP,25861178994.0000,3100
2018,3,NAP,228270750169.0000,4100
2018,3,NAP,215172000000.0000,4110
2018,3,NAV,27561117145.0000,10
2018,3,NAV,24743209823.0000,21
2018,3,NAV,2817907322.0000,30
2018,3,NAV,1786156334.0000,70
2018,3,NAV,1786156334.0000,72
2018,3,NAV,2220168264.0000,1100
2018,3,NAV,92000000000.0000,1200
2018,3,NAV,13201671506.0000,1300
2018,3,NAV,27947025944.0000,1400
2018,3,NAV,71175508244.0000,3100
2018,3,NAV,91899372457.0000,4100
2018,3,NAV,80000000000.0000,4110
2018,3,NAW,53516794329.0000,10
2018,3,NAW,42254482981.0000,21
2018,3,NAW,11262311348.0000,30
2018,3,NAW,58772209211.0000,1100
2018,3,NAW,39992031047.0000,1300
2018,3,NAW,17574515442.0000,1400
2018,3,NAW,87627767311.0000,3100
2018,3,NAW,373240324875.0000,4100
2018,3,NAW,373859830000.0000,4110
2018,3,NBB,133754689286.0000,10
2018,3,NBB,90537437105.0000,21
2018,3,NBB,43217252181.0000,30
2018,3,NBB,29786123226.0000,70
2018,3,NBB,29796900136.0000,72
2018,3,NBB,125358030089.0000,1100
2018,3,NBB,995360300255.0000,1300
2018,3,NBB,3195923133565.0000,1400
2018,3,NBB,2276708551981.0000,3100
2018,3,NBB,1988203066637.0000,4100
2018,3,NBB,975715740000.0000,4110
2018,3,NBC,445828428451.0000,10
2018,3,NBC,374377545604.0000,21
2018,3,NBC,71450882847.0000,30
2018,3,NBC,9541148929.0000,70
2018,3,NBC,9541148929.0000,72
2018,3,NBC,4237121626.0000,1100
2018,3,NBC,119712087108.0000,1300
2018,3,NBC,641144240447.0000,1400
2018,3,NBC,1051376505342.0000,3100
2018,3,NBC,440633715061.0000,4100
2018,3,NBC,369991240000.0000,4110
2018,3,NBP,139549674552.0000,10
2018,3,NBP,137365690064.0000,21
2018,3,NBP,2183984488.0000,30
2018,3,NBP,-3624909871.0000,70
2018,3,NBP,-3624909871.0000,72
2018,3,NBP,119363174566.0000,1100
2018,3,NBP,2000000000.0000,1200
2018,3,NBP,99228662434.0000,1300
2018,3,NBP,67229378592.0000,1400
2018,3,NBP,145284234186.0000,3100
2018,3,NBP,232671470678.0000,4100
2018,3,NBP,128655000000.0000,4110
2018,3,NBT,41571438837.0000,10
2018,3,NBT,11274950253.0000,21
2018,3,NBT,30296488584.0000,30
2018,3,NBT,13505654248.0000,70
2018,3,NBT,13505654248.0000,72
2018,3,NBT,77728636870.0000,1100
2018,3,NBT,16003040618.0000,1300
2018,3,NBT,7084281893.0000,1400
2018,3,NBT,46479117649.0000,3100
2018,3,NBT,335755995444.0000,4100
2018,3,NBT,294000000000.0000,4110
2018,3,NBW,162885706311.0000,10
2018,3,NBW,114206090350.0000,21
2018,3,NBW,48679615961.0000,30
2018,3,NBW,2836905364.0000,70
2018,3,NBW,2836905364.0000,72
2018,3,NBW,4973714471.0000,1100
2018,3,NBW,10000000000.0000,1200
2018,3,NBW,37630303468.0000,1300
2018,3,NBW,13287308910.0000,1400
2018,3,NBW,98168495906.0000,3100
2018,3,NBW,159365960618.0000,4100
2018,3,NBW,109000000000.0000,4110
2018,3,NCP,753708022133.0000,10
2018,3,NCP,722980896079.0000,21
2018,3,NCP,30727126054.0000,30
2018,3,NCP,-102195779392.0000,70
2018,3,NCP,-102195779392.0000,72
2018,3,NCP,59524433724.0000,1100
2018,3,NCP,652977426863.0000,1300
2018,3,NCP,61862942776.0000,1400
2018,3,NCP,3011923804325.0000,3100
2018,3,NCP,1004971603740.0000,4100
2018,3,NCP,1969806222882.0000,4110
2018,3,NCS,162900415626.0000,10
2018,3,NCS,138701303560.0000,21
2018,3,NCS,19876718292.0000,30
2018,3,NCS,6835119576.0000,70
2018,3,NCS,6835119576.0000,72
2018,3,NCS,64946039810.0000,1100
2018,3,NCS,113497367631.0000,1300
2018,3,NCS,9179378049.0000,1400
2018,3,NCS,208135026054.0000,3100
2018,3,NCS,224851787880.0000,4100
2018,3,NCS,179490980000.0000,4110
2018,3,NCT,181636749196.0000,10
2018,3,NCT,83927054375.0000,21
2018,3,NCT,97709694821.0000,30
2018,3,NCT,65313576351.0000,70
2018,3,NCT,65313576351.0000,72
2018,3,NCT,55203261268.0000,1100
2018,3,NCT,162880000000.0000,1200
2018,3,NCT,84914556934.0000,1300
2018,3,NCT,3463188249.0000,1400
2018,3,NCT,72823277372.0000,3100
2018,3,NCT,385596697652.0000,4100
2018,3,NCT,261669400000.0000,4110
2018,3,ND2,135698361444.0000,10
2018,3,ND2,26608932871.0000,21
2018,3,ND2,109089428573.0000,30
2018,3,ND2,68140060244.0000,70
2018,3,ND2,68140060244.0000,72
2018,3,ND2,73352643745.0000,1100
2018,3,ND2,62315899757.0000,1300
2018,3,ND2,24776541071.0000,1400
2018,3,ND2,95748842672.0000,3100
2018,3,ND2,671813071511.0000,4100
2018,3,ND2,499939607633.0000,4110
2018,3,NDN,17595102612.0000,10
2018,3,NDN,14592078133.0000,21
2018,3,NDN,3003024479.0000,30
2018,3,NDN,35116837503.0000,70
2018,3,NDN,34662600978.0000,72
2018,3,NDN,106693270808.0000,1100
2018,3,NDN,683683603828.0000,1200
2018,3,NDN,145109503574.0000,1300
2018,3,NDN,289199689289.0000,1400
2018,3,NDN,807296433690.0000,3100
2018,3,NDN,612703731397.0000,4100
2018,3,NDN,479323980000.0000,4110
2018,3,NDT,304841449962.0000,10
2018,3,NDT,260601918493.0000,21
2018,3,NDT,44001715818.0000,30
2018,3,NDT,15473205590.0000,70
2018,3,NDT,14943045779.0000,72
2018,3,NDT,22184075941.0000,1100
2018,3,NDT,11200000000.0000,1200
2018,3,NDT,189884474594.0000,1300
2018,3,NDT,295587257400.0000,1400
2018,3,NDT,554229360217.0000,3100
2018,3,NDT,223139958456.0000,4100
2018,3,NDT,136000000000.0000,4110
2018,3,NDX,85204640617.0000,10
2018,3,NDX,77885677995.0000,21
2018,3,NDX,7318962622.0000,30
2018,3,NDX,4778364780.0000,70
2018,3,NDX,4778364780.0000,72
2018,3,NDX,23118743073.0000,1100
2018,3,NDX,78310285229.0000,1300
2018,3,NDX,28144026692.0000,1400
2018,3,NDX,94010328823.0000,3100
2018,3,NDX,76376300378.0000,4100
2018,3,NDX,60875570000.0000,4110
2018,3,NED,86051724870.0000,10
2018,3,NED,26637530956.0000,21
2018,3,NED,59414193914.0000,30
2018,3,NED,35088596622.0000,70
2018,3,NED,35088596622.0000,72
2018,3,NED,15345374428.0000,1100
2018,3,NED,300000000.0000,1200
2018,3,NED,62754976221.0000,1300
2018,3,NED,2438793938.0000,1400
2018,3,NED,187154673342.0000,3100
2018,3,NED,317787364127.0000,4100
2018,3,NED,405000000000.0000,4110
2018,3,NET,277330699126.0000,10
2018,3,NET,228035284890.0000,21
2018,3,NET,49295414236.0000,30
2018,3,NET,12686334566.0000,70
2018,3,NET,12686334566.0000,72
2018,3,NET,93381143633.0000,1100
2018,3,NET,9500000000.0000,1200
2018,3,NET,58869080970.0000,1300
2018,3,NET,112931910313.0000,1400
2018,3,NET,340066662834.0000,3100
2018,3,NET,288392943937.0000,4100
2018,3,NET,223983740000.0000,4110
2018,3,NFC,70871047000.0000,10
2018,3,NFC,60319665056.0000,21
2018,3,NFC,10551381944.0000,30
2018,3,NFC,1122155523.0000,70
2018,3,NFC,1122155523.0000,72
2018,3,NFC,6871668877.0000,1100
2018,3,NFC,200000000.0000,1200
2018,3,NFC,64231273393.0000,1300
2018,3,NFC,170486437937.0000,1400
2018,3,NFC,68697849010.0000,3100
2018,3,NFC,190679281708.0000,4100
2018,3,NFC,157312600000.0000,4110
2018,3,NGC,37983693278.0000,10
2018,3,NGC,33165848594.0000,21
2018,3,NGC,4817844684.0000,30
2018,3,NGC,1742519772.0000,70
2018,3,NGC,1742519772.0000,72
2018,3,NGC,1814430214.0000,1100
2018,3,NGC,2500000000.0000,1200
2018,3,NGC,22289487315.0000,1300
2018,3,NGC,33921719316.0000,1400
2018,3,NGC,83231082857.0000,3100
2018,3,NGC,23309103429.0000,4100
2018,3,NGC,22998540000.0000,4110
2018,3,NHA,26045507388.0000,10
2018,3,NHA,12518157442.0000,21
2018,3,NHA,13527349946.0000,30
2018,3,NHA,9601573050.0000,70
2018,3,NHA,9601573050.0000,72
2018,3,NHA,2272702596.0000,1100
2018,3,NHA,18489612000.0000,1300
2018,3,NHA,27757482669.0000,1400
2018,3,NHA,19012636114.0000,3100
2018,3,NHA,168674538295.0000,4100
2018,3,NHA,150515250000.0000,4110
2018,3,NHC,23514357665.0000,10
2018,3,NHC,18445981434.0000,21
2018,3,NHC,5068376231.0000,30
2018,3,NHC,3317569249.0000,70
2018,3,NHC,3367150010.0000,72
2018,3,NHC,10023703323.0000,1100
2018,3,NHC,6969546612.0000,1200
2018,3,NHC,3090767740.0000,1300
2018,3,NHC,9348483953.0000,1400
2018,3,NHC,7345230161.0000,3100
2018,3,NHC,59829707161.0000,4100
2018,3,NHC,30415420000.0000,4110
2018,3,NHH,237659826827.0000,10
2018,3,NHH,210403203143.0000,21
2018,3,NHH,27256623684.0000,30
2018,3,NHH,7551387388.0000,70
2018,3,NHH,7551387388.0000,72
2018,3,NHP,17372344826.0000,10
2018,3,NHP,19346105273.0000,21
2018,3,NHP,-1973760447.0000,30
2018,3,NHP,-4802968420.0000,70
2018,3,NHP,-4802968420.0000,72
2018,3,NHP,1481100356.0000,1100
2018,3,NHP,118553100997.0000,1300
2018,3,NHP,10367185213.0000,1400
2018,3,NHP,107483899169.0000,3100
2018,3,NHP,266503718044.0000,4100
2018,3,NHP,275764900000.0000,4110
2018,3,NHT,60978920118.0000,10
2018,3,NHT,32832294020.0000,21
2018,3,NHT,28095253123.0000,30
2018,3,NHT,19763700245.0000,70
2018,3,NHT,19763700245.0000,72
2018,3,NHT,26504998463.0000,1100
2018,3,NHT,31122148946.0000,1300
2018,3,NHT,15672284044.0000,1400
2018,3,NHT,24592860513.0000,3100
2018,3,NHT,89541110802.0000,4100
2018,3,NHT,54954910000.0000,4110
2018,3,NKG,3482289506350.0000,10
2018,3,NKG,3303732961513.0000,21
2018,3,NKG,168289269224.0000,30
2018,3,NKG,733838574.0000,70
2018,3,NKG,733838574.0000,72
2018,3,NKG,83006650880.0000,1100
2018,3,NKG,189318392632.0000,1200
2018,3,NKG,1026939492625.0000,1300
2018,3,NKG,3570610874111.0000,1400
2018,3,NKG,4810254553857.0000,3100
2018,3,NKG,3144628420879.0000,4100
2018,3,NKG,1819998680000.0000,4110
2018,3,NLG,1330126517856.0000,10
2018,3,NLG,692246234413.0000,21
2018,3,NLG,637880283443.0000,30
2018,3,NLG,449872433296.0000,70
2018,3,NLG,420061128422.0000,72
2018,3,NLG,2846838896132.0000,1100
2018,3,NLG,156624648676.0000,1200
2018,3,NLG,894005892725.0000,1300
2018,3,NLG,3147246150040.0000,1400
2018,3,NLG,2473515705869.0000,3100
2018,3,NLG,4773707838252.0000,4100
2018,3,NLG,2115765630000.0000,4110
2018,3,NNB,29970424087.0000,10
2018,3,NNB,21369182889.0000,21
2018,3,NNB,8601241198.0000,30
2018,3,NNB,-2348597147.0000,70
2018,3,NNB,-2348597147.0000,72
2018,3,NNB,12015932553.0000,1100
2018,3,NNB,20179963358.0000,1300
2018,3,NNB,20198495982.0000,1400
2018,3,NNB,40868949572.0000,3100
2018,3,NNB,149175323411.0000,4100
2018,3,NNB,150800000000.0000,4110
2018,3,NNC,157960871098.0000,10
2018,3,NNC,105713732554.0000,21
2018,3,NNC,52247138544.0000,30
2018,3,NNC,64028301289.0000,70
2018,3,NNC,64028301289.0000,72
2018,3,NNC,40292574380.0000,1100
2018,3,NNC,62500129989.0000,1200
2018,3,NNC,160655434845.0000,1300
2018,3,NNC,79561984660.0000,1400
2018,3,NNC,106910398143.0000,3100
2018,3,NNC,389220269786.0000,4100
2018,3,NNC,219200000000.0000,4110
2018,3,NNG,427197241767.0000,10
2018,3,NNG,342129701501.0000,21
2018,3,NNG,81590882568.0000,30
2018,3,NNG,25975338922.0000,70
2018,3,NNG,25713816977.0000,72
2018,3,NNG,35633442832.0000,1100
2018,3,NNG,167265245896.0000,1200
2018,3,NNG,740624945775.0000,1300
2018,3,NNG,191048594136.0000,1400
2018,3,NNG,1167655847345.0000,3100
2018,3,NNG,1399541441230.0000,4100
2018,3,NNG,522500000000.0000,4110
2018,3,NOS,62650098317.0000,10
2018,3,NOS,86437169472.0000,21
2018,3,NOS,-23787071155.0000,30
2018,3,NOS,-49344674792.0000,70
2018,3,NOS,-49344674792.0000,72
2018,3,NOS,1197508509.0000,1100
2018,3,NOS,126484019984.0000,1300
2018,3,NOS,1992071225.0000,1400
2018,3,NOS,2813623189020.0000,3100
2018,3,NOS,-3631865722012.0000,4100
2018,3,NOS,200560000000.0000,4110
2018,3,NQB,22624541390.0000,10
2018,3,NQB,17235761037.0000,21
2018,3,NQB,5388780353.0000,30
2018,3,NQB,1905227318.0000,70
2018,3,NQB,1905227318.0000,72
2018,3,NQB,21129390014.0000,1100
2018,3,NQB,5000000000.0000,1200
2018,3,NQB,11575480685.0000,1300
2018,3,NQB,11292915464.0000,1400
2018,3,NQB,22878727883.0000,3100
2018,3,NQB,179058881569.0000,4100
2018,3,NQB,172302040000.0000,4110
2018,3,NQN,141093464447.0000,10
2018,3,NQN,107519796549.0000,21
2018,3,NQN,33573667898.0000,30
2018,3,NQN,14167745852.0000,70
2018,3,NQN,14167745852.0000,72
2018,3,NQN,28083013571.0000,1100
2018,3,NQN,29583060510.0000,1300
2018,3,NQN,35147228271.0000,1400
2018,3,NQN,158735947292.0000,3100
2018,3,NQN,574235139619.0000,4100
2018,3,NQN,402951789959.0000,4110
2018,3,NQT,30354953405.0000,10
2018,3,NQT,20006199243.0000,21
2018,3,NQT,10348754162.0000,30
2018,3,NQT,1783709024.0000,70
2018,3,NQT,1783709024.0000,72
2018,3,NQT,39924026744.0000,1100
2018,3,NQT,29203411085.0000,1200
2018,3,NQT,20909898715.0000,1300
2018,3,NQT,18943376088.0000,1400
2018,3,NQT,47495888357.0000,3100
2018,3,NQT,191472082010.0000,4100
2018,3,NQT,182332690000.0000,4110
2018,3,NRC,54691422956.0000,10
2018,3,NRC,12020711079.0000,21
2018,3,NRC,42670711877.0000,30
2018,3,NRC,24930223517.0000,70
2018,3,NRC,24424909586.0000,72
2018,3,NRC,56772068184.0000,1100
2018,3,NRC,43540925881.0000,1300
2018,3,NRC,52520709218.0000,1400
2018,3,NRC,135306403147.0000,3100
2018,3,NRC,213822941530.0000,4100
2018,3,NRC,120000000000.0000,4110
2018,3,NS2,103381979820.0000,10
2018,3,NS2,52086793919.0000,21
2018,3,NS2,51295185901.0000,30
2018,3,NS2,5737916294.0000,70
2018,3,NS2,5737916294.0000,72
2018,3,NS2,45084039798.0000,1100
2018,3,NS2,81987284379.0000,1200
2018,3,NS2,17433521456.0000,1300
2018,3,NS2,13926066053.0000,1400
2018,3,NS2,114300607224.0000,3100
2018,3,NS2,580194384522.0000,4100
2018,3,NS2,568000000000.0000,4110
2018,3,NSC,239576783671.0000,10
2018,3,NSC,129301215474.0000,21
2018,3,NSC,84532543271.0000,30
2018,3,NSC,32600269402.0000,70
2018,3,NSC,31382555324.0000,72
2018,3,NSC,86994097631.0000,1100
2018,3,NSC,381896900.0000,1200
2018,3,NSC,229540259759.0000,1300
2018,3,NSC,470183537411.0000,1400
2018,3,NSC,349368034342.0000,3100
2018,3,NSC,966017444310.0000,4100
2018,3,NSC,152950000000.0000,4110
2018,3,NSH,249926642063.0000,10
2018,3,NSH,234204871212.0000,21
2018,3,NSH,15721770851.0000,30
2018,3,NSH,922976977.0000,70
2018,3,NSH,922976977.0000,72
2018,3,NSH,11672538061.0000,1100
2018,3,NSH,266733830778.0000,1300
2018,3,NSH,453841850735.0000,1400
2018,3,NSH,695198115519.0000,3100
2018,3,NSH,238686206145.0000,4100
2018,3,NSH,206934370000.0000,4110
2018,3,NST,234615616479.0000,10
2018,3,NST,200519366820.0000,21
2018,3,NST,34096249659.0000,30
2018,3,NST,6282574941.0000,70
2018,3,NST,6282574941.0000,72
2018,3,NST,1091134993.0000,1100
2018,3,NST,181949853064.0000,1300
2018,3,NST,194486109562.0000,1400
2018,3,NST,345167110729.0000,3100
2018,3,NST,167943668268.0000,4100
2018,3,NST,112020030000.0000,4110
2018,3,NT2,1621099237233.0000,10
2018,3,NT2,1488774926486.0000,21
2018,3,NT2,132324310747.0000,30
2018,3,NT2,24978185737.0000,70
2018,3,NT2,24978185737.0000,72
2018,3,NT2,185739014422.0000,1100
2018,3,NT2,490790416.0000,1200
2018,3,NT2,1534637565610.0000,1300
2018,3,NT2,257899672983.0000,1400
2018,3,NT2,2325893319915.0000,3100
2018,3,NT2,3689037310843.0000,4100
2018,3,NT2,2878760290000.0000,4110
2018,3,NTB,-4462768372.0000,10
2018,3,NTB,-4462768372.0000,21
2018,3,NTB,-90868566357.0000,70
2018,3,NTB,-90868566357.0000,72
2018,3,NTB,455090907.0000,1100
2018,3,NTB,727084897223.0000,1300
2018,3,NTB,6751252200.0000,1400
2018,3,NTB,4185750731824.0000,3100
2018,3,NTB,-1247645078530.0000,4100
2018,3,NTB,397795770000.0000,4110
2018,3,NTC,34766653101.0000,10
2018,3,NTC,11786778157.0000,21
2018,3,NTC,22979874944.0000,30
2018,3,NTC,56470293563.0000,70
2018,3,NTC,56470293563.0000,72
2018,3,NTC,17280984306.0000,1100
2018,3,NTC,1030716722222.0000,1200
2018,3,NTC,55318067864.0000,1300
2018,3,NTC,662391403.0000,1400
2018,3,NTC,374440433192.0000,3100
2018,3,NTC,423477457071.0000,4100
2018,3,NTC,160000000000.0000,4110
2018,3,NTH,8833437324.0000,10
2018,3,NTH,8375150727.0000,21
2018,3,NTH,458286597.0000,30
2018,3,NTH,-4062481174.0000,70
2018,3,NTH,-4062481174.0000,72
2018,3,NTL,217589593191.0000,10
2018,3,NTL,186955233668.0000,21
2018,3,NTL,30634359523.0000,30
2018,3,NTL,20892072511.0000,70
2018,3,NTL,21287399215.0000,72
2018,3,NTL,105149732931.0000,1100
2018,3,NTL,33160922999.0000,1200
2018,3,NTL,151515928227.0000,1300
2018,3,NTL,1341616964708.0000,1400
2018,3,NTL,606059268475.0000,3100
2018,3,NTL,940432129695.0000,4100
2018,3,NTL,636000000000.0000,4110
2018,3,NTP,1141354251541.0000,10
2018,3,NTP,815048672202.0000,21
2018,3,NTP,322831907149.0000,30
2018,3,NTP,72214385551.0000,70
2018,3,NTP,72214385551.0000,72
2018,3,NTP,108238009365.0000,1100
2018,3,NTP,1404808026820.0000,1300
2018,3,NTP,790836136883.0000,1400
2018,3,NTP,2040730058533.0000,3100
2018,3,NTP,2144028023514.0000,4100
2018,3,NTP,892403020000.0000,4110
2018,3,NTT,198630836494.0000,10
2018,3,NTT,182280944974.0000,21
2018,3,NTT,16316621448.0000,30
2018,3,NTT,144199548.0000,70
2018,3,NTT,144199548.0000,72
2018,3,NTT,3678916358.0000,1100
2018,3,NTT,170993371401.0000,1300
2018,3,NTT,313362210251.0000,1400
2018,3,NTT,517191311149.0000,3100
2018,3,NTT,211226401200.0000,4100
2018,3,NTT,185000000000.0000,4110
2018,3,NVL,2457894591192.0000,10
2018,3,NVL,1782335243929.0000,21
2018,3,NVL,661078194418.0000,30
2018,3,NVL,667150192557.0000,70
2018,3,NVL,657259561851.0000,72
2018,3,NVL,4869248099742.0000,1100
2018,3,NVL,80577276622.0000,1200
2018,3,NVL,4784753561738.0000,1300
2018,3,NVL,32988506945333.0000,1400
